id,name,credits,college,prereqs,subject,department
CMPSC 593,Computer Science Graduate Tutorial,99,College of Engineering,,CMPSC,Computer Sci
CMPSC 594,Seminar in Computer Science,99,College of Engineering,,CMPSC,Computer Sci
CMPSC 595,Group Studies in Computer Science,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595A,Group Studies in Computer Science: Foundations,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595B,Group Studies in Computer Science: Software Systems,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595C,Group Studies in Computer Science: Programming Languages and Software Engineering,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595D,Group Studies in Computer Science,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595E,Group Studies in Computer Science: Architecture,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595F,Group Studies in Computer Science: Networking,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595G,Group Studies in Computer Science: Security,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595H,Group Studies in Computer Science: Scientific Computing,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595I,Group Studies in Computer Science: Intelligent and Interactive Systems,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595J,Group Studies in Computer Science: General,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595K,Group Studies in Computer Science: Computer Systems Modeling and Analysis,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595L,Group Studies in Computer Science,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595N,Group Studies in Computer Science: Faculty Research Seminar,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 595R,Group Studies in Computer Science,2,College of Engineering,,CMPSC,Computer Sci
CMPSC 596,Directed Research,99,College of Engineering,,CMPSC,Computer Sci
CMPSC 597,Individual Studies for Master of Science Comprehensive Examinations and Ph.D Examinations,99,College of Engineering,,CMPSC,Computer Sci
CMPSC 598,Master's Thesis Research and Preparation,99,College of Engineering,,CMPSC,Computer Sci
CMPSC 599,Ph.D. Dissertation Research and Preparation,99,College of Engineering,,CMPSC,Computer Sci
CMPSC 5A,Introduction to Data Science 1,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 5B,Introduction to Data Science 2,4,College of Engineering,"| CMPSC 5A, CMPSC 8, ECE 3",CMPSC,Computer Sci
CMPSC 64,Computer Organization and Logic Design,4,College of Engineering,"CMPSC 16 | MATH 3C, MATH 4A",CMPSC,Computer Sci
CMPSC 8,Introduction to Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 9,Intermediate Python Programming,4,College of Engineering,"| CMPSC 8, CMPSC W8, ENGR 3, ENGR W3, ECE 3",CMPSC,Computer Sci
CMPSC 90,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 90DA,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 90DB,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 96,Undergraduate Research,12,College of Engineering,,CMPSC,Computer Sci
CMPSC 99,Independent Studies in Computer Science,30,College of Engineering,,CMPSC,Computer Sci
CMPSC W8,Introduction to Computer Science,4,College of Engineering,,CMPSC W,Computer Sci
CMPSC W9,Intermediate Python Programming,4,College of Engineering,"| CMPSC 8, CMPSC W8, ENGR 3, ENGR W3, ECE 3",CMPSC W,Computer Sci
CMPTGCS 10,Computer Science Colloquium,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 130A,Advanced Topics in Computer Science,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 130E,Advanced Topics in Computer Science,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 130G,Advanced Topics in Computer Science,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 130H,Advanced Topics in Computer Science,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 140,Projects in Computer Science,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 191,Exploratory Research in Computing,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 199,Independent Studies,45,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 1A,Computer Programming and Organization I,12,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 1B,Computer Programming and Organization II,8,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 1L,Programming Laboratory,99,College of Creative Studies,"| CMPSC 1A, CMPSC 1B",CMPTGCS,Creative StdsCR
CMPTGCS 2,Foundations of Computer Science,8,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 20,Special Topics in Computer Science,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CMPTGCS 5,Group Studies,99,College of Creative Studies,,CMPTGCS,Creative StdsCR
CNCSP 101,"Introduction to Helping Skills: Theory, Research and Practice",4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 102,Research in Applied Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 104,Innovations in Health Equity Research: Participatory Action with Communities,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 110,Introduction to Educational and Vocational Guidance,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 111,Identity and Pluralism,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 112,Positive Psychology Across the Lifespan.,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 113,The Achievement Gap: Societal and Educational Issues,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 114,Psychology of Gender,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 115,College Student Peer-Helping and Leadership,2,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 117,School-Based Mental Health,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 118,The Psychology of Flourishing,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 122,Disaster Mental Health,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 132,Spanish in the Helping Professions: Research and Practice,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 190,Introduction to Autism,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 197,Special Topics in Applied Psychology,8,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 199,Independent Studies,30,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 199RA,Independent Research Assistance,30,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 200,Research Design and Methods in Professional Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 201,Research Foundations in School Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 202,Qualitative Research Methods in Applied Psychology,4,Graduate School of Education,CNCSP 200,CNCSP,Couns/Clin/Schl
CNCSP 204,Innovations in Health Equity Research: Community Based Participatory Action Research and Communities,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 209A,Research Practicum I,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 210,Neuroanatomy and Psychopharmacology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 212,Cognitive Development in Autism and Other Severe Disabilities,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 214,Social Bases of Behavior for Applied Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 215,Cognitive and Affective Bases of Behavior,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 216,Historical and Philosophical Foundations of Professional Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 217,"Social, Cognitive, and Affective Bases of Behavior",4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 220,Human Development,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 222A,Descriptive Diagnosis,1,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 223B,Developmental Psychopathology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 224A,Professional Organizations,1,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 225,Ethical Standards in Professional Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 226,"Understanding Diversity, Advancing Equity and Social Justice",4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 227,Social and Cultural Bases of Diversity,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 25,The Role of Research in Society,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 250,Cognitive Assessment in Professional Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 251,Personality and Emotional Assessment,4,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 252,Advanced Personality Assessment,4,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 253,School-Based Assessment and Intervention for Culturally and Linguistically Diverse Students,4,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 255,Neuropsychological Assessment,4,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 256,"Behavioral, Social, and Emotional Assessment of Children and Adolescents",4,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 257B,Psychoeducational Assessment and Intervention,4,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 26,Equity and Diversity in School and Community Settings,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 260A,Theories of Counseling and Psychotherapy,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 260B,Basic Practicum I,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 260C,Basic Practicum II,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 261,Counseling Psychology Seminar,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 261A,Theories of Career Development,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 261B,Theory and Research of Group Counseling,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 262B,School-Based Mental Health Services,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 262C,Counseling Children and Families,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 262D,"School Safety, Violence, and Crisis Response",4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 263A,Advanced Psychotherapy Techniques,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 264A,Supervision and Consultation in Applied Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 267,Liberation Psychology and Approaches to Decolonized Healing,4,Graduate School of Education,"| CNCSP 226, CNCSP 227",CNCSP,Couns/Clin/Schl
CNCSP 268A,Gender Issues in Counseling,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 268B,Counseling LGBT Clients,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 268C,Racial/Ethnic Minority Counseling Interventions,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 270,Advanced Fieldwork: General,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 271A,Hosford Clinic Practicum,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 271B,Advanced Practicum: Mind and Behavioral Assessment Clinic,99,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 272,Advanced Fieldwork: Counseling Psychology,4,Graduate School of Education,CNCSP 270,CNCSP,Couns/Clin/Schl
CNCSP 273,Advanced Fieldwork: Clinical Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 274A,Contemporary Issues in Student Services: School Psychology First Year Induction,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 274B,Contemporary Issues in Special Education Process: School Psychology First Year Induction,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 274C,School Discipline and Alternative Schooling: Psychology First Year Induction,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 274D,Assessment and Data-Based Decision-Making in the Schools: School Psychology Practicum,4,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 274E,"Ethics, Diversity, and Specialized Assessment and Intervention: School Psychology Practicum",4,Graduate School of Education,CNCSP 250,CNCSP,Couns/Clin/Schl
CNCSP 274F,The School Psychologist as the Intervention Consultant: School Psychology Practicum,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 274G,Advanced Fieldwork: School-based Mental Health Theories and Interventions,4,Graduate School of Education,"CNCSP 274D, CNCSP 274E, CNCSP 274F",CNCSP,Couns/Clin/Schl
CNCSP 274H,Advanced Fieldwork: Advancing Science and Practice to Support Diverse Students,4,Graduate School of Education,"CNCSP 274D, CNCSP 274E, CNCSP 274F, CNCSP 274G",CNCSP,Couns/Clin/Schl
CNCSP 274I,Advanced Fieldwork: Fundamentals of Supervision,4,Graduate School of Education,"CNCSP 274D, CNCSP 274E, CNCSP 274F, CNCSP 274G, CNCSP 274H",CNCSP,Couns/Clin/Schl
CNCSP 275,Internship in School Psychology,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 276A,Advanced Fieldwork: Clinical Supervision,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 277,Autism Center Clinical Practicum,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 279A,Internship in Professional Psychology,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 279B,Internship in Professional Psychology,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 279C,Internship in Professional Psychology,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 290,Seminar in Professional Psychology,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 291A,Human Sexuality for Applied Psychologists,1,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 291B,Substance Related Disorders and Other Addictive Behaviors,2,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 291C,Family Violence,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 292,"Resiliency, Strengths, and Youth Development",4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 293,Pedagogy in Applied Psychology,4,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 294,"Sex, Gender, and Related Constructs in Applied Psychology",4,Graduate School of Education,CNCSP 227,CNCSP,Couns/Clin/Schl
CNCSP 596,Directed Reading and Research,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 597,Individual Study for Comprehensive Examinations,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 599,Ph.D. Dissertation Preparation,99,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 97,Special Topics in Applied Psychology,8,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 99,Independent Studies,30,Graduate School of Education,,CNCSP,Couns/Clin/Schl
CNCSP 99RA,Independent Research Assistance,30,Graduate School of Education,,CNCSP,Couns/Clin/Schl
COMM 1,Introduction to Communication,5,College of Letters and Science,,COMM,Communication
COMM 101,Media Literacy,4,College of Letters and Science,,COMM,Communication
COMM 102,Understanding Mass Communication Theory,4,College of Letters and Science,,COMM,Communication
COMM 103,"Media, Race, & Ethnicity",4,College of Letters and Science,,COMM,Communication
COMM 104,Evolution and Human Communication,4,College of Letters and Science,,COMM,Communication
COMM 105,"Sports, Culture, and Communication",4,College of Letters and Science,,COMM,Communication
COMM 106,Small Group Communication,4,College of Letters and Science,,COMM,Communication
COMM 107,Introduction to Interpersonal Communication,4,College of Letters and Science,,COMM,Communication
COMM 108,Corporate Social Responsibility,4,College of Letters and Science,,COMM,Communication
COMM 109,Language and Social Identity,4,College of Letters and Science,,COMM,Communication
COMM 111,Nonverbal Communication in Human Interaction,4,College of Letters and Science,,COMM,Communication
COMM 112,Media Industries in a Changing Social World,4,College of Letters and Science,,COMM,Communication
COMM 113,Media Effects on Individuals,4,College of Letters and Science,,COMM,Communication
COMM 114,Media Effects on Society and Institutions,4,College of Letters and Science,,COMM,Communication
COMM 115,Interactive Media Theory and Design,4,College of Letters and Science,,COMM,Communication
COMM 116,"The Internet, Communication, and Contemporary Society",4,College of Letters and Science,,COMM,Communication
COMM 117,Persuasion,4,College of Letters and Science,,COMM,Communication
COMM 118,The Social and Historical Co-evolution of (Communication and Information) Technologies,4,College of Letters and Science,,COMM,Communication
COMM 119,"Communication, Aging, and Later Life",4,College of Letters and Science,,COMM,Communication
